"source_state","target_state","seed","model","metric","value","exclusion_reason"
"PA","OH",0,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",0,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",1,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",1,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",1,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",2,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",2,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",2,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",3,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",3,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",3,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",4,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",4,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",4,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",5,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",5,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",5,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",6,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",6,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",6,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",7,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",7,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",7,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",8,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",8,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",8,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",9,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",9,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",9,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",0,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",0,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",0,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",1,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",1,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",1,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",2,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",2,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",2,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",3,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",3,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",3,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",4,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",4,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",4,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",5,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",5,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",5,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",6,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",6,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",6,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",7,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",7,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",7,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",8,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",8,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",8,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",9,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",9,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",9,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",0,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",0,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",0,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",1,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",1,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",1,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",2,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",2,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",2,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",3,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",3,"blind","mechanism_cf_abs_prob_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
